record_id,source_file,title,authors,year,journal,doi,final_include,resolution,audit_a_include,audit_b_include,metric_status,core_goal_status,artifact_status,exclusion_trigger_codes,final_reason_cn,confidence,fulltext_chars
8372,08372_2020_x-im-framework-to-overcome-semantic-heterogeneity-across-xbrl-filings.md,X-IM Framework to Overcome  Semantic Heterogeneity Across XBRL Filings,Dapeng Liu; Ugochukwu Etudo; Victoria Yoon,2020,Journal of the Association for Information Systems,10.17705/1jais.00626,True,adjudicated_include,False,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_software_artifact,,文章以提升XBRL元素到财务概念的自动映射准确率为核心目标，使用精确率、召回率和F值作为核心评估指标，这些指标基于外部可核验的XBRL标准与会计概念，属于客观可测结果。作者明确设计并实现了X-IM系统，包含EDGAR爬虫、IOnto生成器和IBC学习器三个组件，使用Selenium、Java/Jena、Python等工具实际编码，并在92家S&P 100公司的真实10-K XBRL数据上进行训练、测试和对比实验，满足明确设计、实际实例化和运行的要求。因此三项资格门全部通过，应纳入。,0.95,109094
9116,09116_2023_let-artificial-intelligence-be-your-shelf-watchdog-the-impact-of-intelligent-image-processing-po.md,Let Artificial Intelligence Be Your Shelf Watchdog: The Impact of Intelligent Image Processing-Powered Shelf Monitoring on Product Sales,Yipu Deng; Jinyang Zheng; Liqiang Huang; Karthik Kannan,2023,MIS Quarterly,10.25300/misq/2022/16813,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章的最终目标和核心贡献是评估并证明IIP驱动的货架监控系统对产品销售额的因果提升；主因变量是店级销售额，完全客观且不依赖主观感知。软件制品是实际运行的移动应用和AI图像识别/反馈组件，作者与制造商合作开发并在多个田野实验中实际部署和改动（包括终止AI和仅拍照条件），因此满足客观指标为核心、软件制品实际实例化的全部必要条件。,0.96,121262
9230,09230_2021_design-principles-for-robust-fraud-detection-the-case-of-stock-market-manipulations.md,Design Principles for Robust Fraud Detection:  The Case of Stock Market Manipulations,Michael Siering; Jan Muntermann; Miha Grčar,2021,Journal of the Association for Information Systems,10.17705/1jais.00657,True,adjudicated_include,True,False,objective_fixed_factual_labels,objective_improvement_primary,implemented_artifact_component,,文章核心目标是通过设计原则和设计特征构建鲁棒欺诈检测分类组件，评价指标是对SEC标准等可核验操作标签的预测准确率、精确率、召回率、F1及模拟攻击下的鲁棒性，均客观可计算，且改进这一客观性能是全文主要目的。作者在第3.2节明确将算法实现作为实例化IT制品，并实际构建了文档转换、SVM分类、组合特征和集成学习等组件，通过10折交叉验证和攻击模拟运行评估，满足软件制品/组件实例化要求。审计B对完整系统集成的要求超出本裁决标准。,0.82,96855
9376,09376_2020_foresim-bi-a-predictive-analytics-decision-support-tool-for-capacity-planning.md,ForeSim-BI: A predictive analytics decision support tool for capacity planning,Duarte Dinis; Ângelo Palos Teixeira; Ana Barbosa-Póvoa,2020,Decision Support Systems,10.1016/j.dss.2020.113266,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,该文提出并实现了决策支持工具ForeSim-BI，核心目标是通过融合预测、贝叶斯更新、蒙特卡洛仿真和贝叶斯网络四个模块，提升维修工作量预测准确性，从而改善容量规划。核心成功指标是预测工作量与实际观察人时之间的PE、MAE、MAPE，均为可直接审计的客观事实，不依赖人的主观判断。文中明确说明工具在葡萄牙航空MRO开发并实现，使用171个真实维修项目数据，在真实‘8C’检查上运行并与现行工程估计比较，具备实际实例化和运行证据。因此，七项门槛全部满足。,0.95,86846
9796,09796_2020_partial-order-resolution-of-event-logs-for-process-conformance-checking.md,Partial order resolution of event logs for process conformance checking,Han van der Aa; Henrik Leopold; Matthias Weidlich,2020,Decision Support Systems,10.1016/j.dss.2020.113347,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_artifact_component,,该文以 partial order resolution 提升过程合规检查在顺序不确定事件日志上的准确性和运行效率为核心目标；核心指标是相对真实合规值的 RMSE/log-level error 以及运行时间，均由形式化模型、事件日志和可复现计算确定，不依赖人的主观感知或语义评价。作者不仅提出算法，还明确将其实现为 ProM 6 插件，并在真实和合成数据上实际运行和评价，满足软件制品组件实例化要求。未发现主观共同主要结果、算法仅离线训练或仅将平台作为数据源等排除情形。,0.96,90964
10546,10546_2020_containing-covid-19-through-physical-distancing-the-impact-of-real-time-crowding-information.md,Containing COVID-19 through physical distancing: the impact of real-time crowding information,Martin Adam; Dominick Werner; Charlotte Wendt; Alexander Benlian,2020,European Journal of Information Systems,10.1080/0960085x.2020.1814681,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章创建了一个实际的决策支持网站（软件制品），操纵了其中的拥挤信息显示组件，并以参与者在网站中的实际选择行为（所选地点的拥挤等级）作为核心客观结果。研究证实了显示拥挤信息可显著提高用户选择较不拥挤地点的概率，且这一目标直接服务于遏制COVID-19的身体距离实践。因此，文章满足完全客观指标、客观指标改善为核心目标、软件制品被实际实例化运行三项必要条件。,0.92,70572
10650,10650_2020_human-identification-for-activities-of-daily-living-a-deep-transfer-learning-approach.md,Human Identification for Activities of Daily Living: A Deep Transfer Learning Approach,Hongyi Zhu; Sagar Samtani; Hsinchun Chen; Jay F. Nunamaker,2020,Journal of Management Information Systems,10.1080/07421222.2020.1759961,True,adjudicated_include,True,False,objective_fixed_factual_labels,objective_improvement_primary,implemented_artifact_component,,文章以设计科学范式开发和评估 DTL-HID 框架，核心目标是提升对象运动传感器场景下 ADL 执行者身份识别的准确率、精确率、召回率、F1 和 AUC。身份标签是匿名受试者事实类别，预测正确性通过与数据集中记录的真实操作者身份逐样本比对确定，不依赖人类主观感知或语义判断；四项实验核心结果均为这些客观分类指标。软件制品证据充分：作者明确设计了 CNN-HID 模型（1D 时间卷积与 2D 跨轴交互卷积）和三步 DTL-HID 算法，给出算法伪码，并用 Python 3.6/Keras/scikit-learn 在 Ubuntu 上实现，在 HANDY 与 OPPO_GLASS、OPPO_CUP、OPPO_SPOON、OPPO_BREAD 真实数据集上训练、迁移、适配和评估；结论中明确称其为 IT artifact instantiations。该框架是 ADL 监测系统中的核心可运行分析组件，不是仅离线训练一个预测模型而无制品关系。因此三项资格门槛均满足，应纳入。,0.97,89506
11058,11058_2023_unlocking-the-power-of-voice-for-financial-risk-prediction-a-theory-driven-deep-learning-design.md,Unlocking the Power of Voice for Financial Risk Prediction: A Theory-Driven Deep Learning Design Approach,Yi Yang; Yu Qin; Yangyang Fan; Zhongju Zhang,2023,MIS Quarterly,10.25300/misq/2022/17062,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章核心目标是开发DeepVoice系统以提升财务风险预测准确度，其预测目标股票波动率完全来自市场价格，评估指标MSE/R²_oos和期权交易收益均为客观可审计结果；系统被明确实例化为包含数据采集、特征提取、深度学习预测和元学习组件的软件制品，并在6047个真实会议录音和文本上实际运行和评价。因此满足全部条件，应纳入。,0.99,143105
11686,11686_2024_creating-proactive-cyber-threat-intelligence-with-hacker-exploit-labels-a-deep-transfer-learning.md,Creating Proactive Cyber Threat Intelligence with Hacker Exploit Labels: A Deep Transfer Learning Approach,Benjamin M. Ampel; Sagar Samtani; Hongyi Zhu; Hsinchun Chen,2024,MIS Quarterly,10.25300/misq/2023/17316,True,independent_agreement_include,True,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_artifact_component,,该文以构建 DTL-EL 自动漏洞标签器为核心，目标是提升在外部事实类别（漏洞攻击类型）上的分类性能；所有主要成功指标均为 accuracy/precision/recall/F1-score，其标签是可操作规则或公开漏洞库/市场既有的攻击类型标签，不依赖主观评价；DTL-EL 被明确设计并实现为一个可运行的深度迁移学习分类组件，并在基准实验、大规模无标签样本应用及 web-based UI 集成中实际实例化和运行；因此满足完全客观指标、核心目标与软件制品三方面条件,0.94,148000
12356,12356_2020_understanding-security-vulnerability-awareness-firm-incentives-and-ict-development-in-pan-asia.md,"Understanding Security Vulnerability Awareness, Firm Incentives, and ICT Development in Pan-Asia",Yunhui Zhuang; Yunsik Choi; Shu He; Alvin Chung Man Leung; Gene Moo Lee; Andrew Whinston,2020,Journal of Management Information Systems,10.1080/07421222.2020.1790185,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,该文开发并实际运行了一个完整的信息系统，以每日安全数据源构建企业安全脆弱性指数，并通过邮件和网站向企业披露指数；其最终目标是通过该信息披露干预降低外发垃圾邮件和钓鱼网站托管数量。垃圾邮件量和钓鱼网站托管数量均为可由外部数据源审计的客观事实，不依赖人的主观感知或语义判断；所有核心成功结果均为客观安全指标。系统在随机现场实验中被实例化并运行，且作者明确描述了组件关系（数据采集、映射、指数计算、报告邮件、咨询网站）和运行证据（三批邮件、网站访问、追踪工具）。因此满足全部三个必要条件。,0.95,90308
13538,13538_2020_the-crowd-against-the-few-measuring-the-impact-of-expert-recommendations.md,The crowd against the few: Measuring the impact of expert recommendations,Nils Herm-Stapelberg; Franz Rothlauf,2020,Decision Support Systems,10.1016/j.dss.2020.113345,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,本文以真实推荐系统为软件制品，对现有商业推荐系统进行了实质性修改，即整合专家推荐列表并在首页和视频页混合展示；系统被实际部署到大型视频点播平台并运行了10周，随机对照实验基于点击流日志评估行为结果。核心成功指标全部是可从日志确定性观测的客观行为指标（观看数、推荐点击、访问数、回访率、留存率等），且文章的核心贡献正是证明通过该软件修改能够提高这些客观使用指标。感知满意度尽管被测量，但结果显示无差异，并非核心成功标准。因此，三个必要条件均满足，应纳入。,0.95,71130
13580,13580_2020_geo-semantic-parsing-ai-powered-geoparsing-by-traversing-semantic-knowledge-graphs.md,Geo-semantic-parsing: AI-powered geoparsing by traversing semantic knowledge graphs,Leonardo Nizzoli; Marco Avvenuti; Maurizio Tesconi; Stefano Cresci,2020,Decision Support Systems,10.1016/j.dss.2020.113346,True,independent_agreement_include,True,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_software_artifact,,文章以提升地理解析的精确率、召回率、F1等完全客观指标为核心目标，这些指标基于外部可核验的地理坐标事实，不依赖人类主观判断。同时，作者设计并实际实现了一个可运行的地理语义解析系统（GSP），包含语义标注、知识图谱扩展和回归选择等组件，在真实数据集上进行了实例化和评价。因此满足全部三项必要条件。,0.98,107701
13598,13598_2023_designing-conversational-dashboards-for-effective-use-in-crisis-response.md,Designing Conversational Dashboards for Effective Use in Crisis Response,Marcel Ruoff; Ulrich Gnewuch; Alexander Maedche; Benjamin Scheibehenne,2023,Journal of the Association for Information Systems,10.17705/1jais.00801,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,本文的核心目标是通过设计、实现并运行一个会话式危机响应仪表板，提升用户的透明交互，最终提高查找信息的效率和有效性。三项核心成功指标均由系统日志、最短路径计算和事实性任务答案客观测量，不依赖用户主观感知或语义质量判断。软件制品类别明确，作者实质设计并实现了自然语言交互、NLP组件和会话式onboarding，并在大规模在线实验和技术性能评估中实际实例化运行。因此满足全部七道门槛。,0.95,126609
14428,14428_2020_automated-dynamic-approach-for-detecting-ransomware-using-finite-state-machine.md,Automated dynamic approach for detecting ransomware using finite-state machine,Gowtham Ramesh; Anjali Menen,2020,Decision Support Systems,10.1016/j.dss.2020.113400,True,independent_agreement_include,True,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_software_artifact,,文章提出并实际实现了一个 Windows 勒索软件检测系统，包含文件监控、资源监控、持久性监控、FSM 决策模块与 Minifilter 驱动等明确软件组件；其核心目标是通过该系统设计提升勒索软件检测准确率并降低误报。评价指标 TPR/FNR/FPR/TNR/Accuracy 基于已知勒索软件和合法样本的事实标签，不依赖人的主观感知或语义判断；实验在虚拟机中实际运行系统并报告 99.54% 准确率、0% FPR。因此三个必要条件均满足。,0.98,59145
15528,15528_2020_automated-discovery-of-business-process-simulation-models-from-event-logs.md,Automated discovery of business process simulation models from event logs,Manuel Camargo; Marlon Dumas; Oscar González-Rojas,2020,Decision Support Systems,10.1016/j.dss.2020.113284,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章核心目标是提出并实现Simod工具，从事件日志自动发现业务流程仿真模型，并通过超参数优化提高仿真模型与真实日志之间的客观相似度（BPTD/ELS）。该相似度由事件日志中的活动顺序和时间戳确定性计算，不依赖人的主观感知或语义评价，且全部核心成功结果均为客观统计指标。Simod是明确的开源软件工具，在三个事件日志上实际运行并生成/模拟BPS模型，满足软件制品及其实际实例化要求。因此三项必要条件均满足。,0.96,70318
15740,15740_2020_is-optimal-recommendation-the-best-a-laboratory-investigation-under-the-newsvendor-problem.md,Is optimal recommendation the best? A laboratory investigation under the newsvendor problem,Xiaojing Feng; Jia Gao,2020,Decision Support Systems,10.1016/j.dss.2020.113251,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_artifact_component,,文章以新闻供应商问题中的 DSS 为软件制品，核心目标是检验并改善决策者订单决策：减少 Pull-to-Center 偏差、提高实际利润、降低偏差不对称性。这些指标均由订单量、理论最优解、需求实现和利润公式确定，完全客观且不依赖人的主观评价。文章在 z-Tree 实验中实际实现了最优、保守和激进三类推荐/反馈模块，被试真实与其交互并产生行为数据；激进 DSS 被验证可消除高利润条件下的 PtC 偏差。因此三个必要条件均满足。,0.93,94326
16562,16562_2021_filaments-of-crime-informing-policing-via-thresholded-ridge-estimation.md,Filaments of crime: Informing policing via thresholded ridge estimation,Ben Moews; Jaime R. Argueta; Antonia Gieschen,2021,Decision Support Systems,10.1016/j.dss.2021.113518,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章以提升犯罪事件覆盖率这一完全客观指标为核心目标，该指标通过计算真实犯罪地理坐标与算法生成脊线间的距离来确定，不依赖主观判断。作者设计并实际实现了DREDGE软件工具，扩展了SCMS算法，并在真实芝加哥犯罪数据上运行和评价了其覆盖率性能，因此满足所有纳入条件。,0.98,64802
19644,19644_2021_providing-more-regular-road-signs-infrastructure-updates-for-connected-driving-a-crowdsourced-ap.md,Providing more regular road signs infrastructure updates for connected driving: A crowdsourced approach with clustering and confidence level,Dieudonné Tchuente; Dominik Senninger; Holger Pietsch; Danilo Gasdzik,2021,Decision Support Systems,10.1016/j.dss.2020.113443,True,adjudicated_include,False,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_artifact_component,,文章以道路标志是否存在及其物理位置这类外部可核验事实为评价对象，用精确率、召回率、真阳性率/假阴性率/假阳性率等客观指标证明众包路标合并方法的效果；提升这些指标正是文章的核心贡献与目标，不依赖人类主观感知或语义评分。软件制品方面，作者明确构建了一个基于AWS、Hadoop和Spark的云处理平台，并实际运行了其中的路标合并与置信度计算组件，在真实车辆采集数据和实地真值上产生实验结果。虽然实验为proof-of-concept且实验2是模拟融合，但核心合并组件已经实例化并运行，满足软件制品组件门槛。因此应纳入。,0.93,85321
19700,19700_2021_analytics-with-digital-twinning-a-decision-support-system-for-maintaining-a-resilient-port.md,Analytics with digital-twinning: A decision support system for maintaining a resilient port,Chenhao Zhou; Jie Xu; Elise Miller-Hooks; Weiwen Zhou; Chun-Hung Chen; Loo Hay Lee; Ek Peng Chew; Haobin Li,2021,Decision Support Systems,10.1016/j.dss.2021.113496,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,核心指标为BoA率（靠泊及时率）和基于BoA的韧性比值，均来自仿真事件统计，完全客观；DSS的实际运行证明其能显著提升BoA率，且这一提升是论文的核心贡献；软件制品类别明确（决策支持系统），数字孪生和OCBA作为其组件被实际开发、运行并评估，因此满足全部三个必要条件。,0.99,78867
19748,19748_2021_applied-machine-learning-for-a-zero-defect-tolerance-system-in-the-automated-assembly-of-pharmac.md,Applied machine learning for a zero defect tolerance system in the automated assembly of pharmaceutical devices,Sebastian Dengler; Said Lahriri; Emanuel Trunzer; Birgit Vogel-Heuser,2021,Decision Support Systems,10.1016/j.dss.2021.113540,True,independent_agreement_include,True,True,objective_fixed_factual_labels,objective_improvement_primary,implemented_software_artifact,,文章的最终目标是通过设计、实现和运行一个基于 ML 的质量控制系统，在真实制药装配线上同时实现零假阴性并限制假阳性率，同时满足实时延迟要求。核心结果指标 FNR、FPR 和执行时间都是完全客观的可测量指标，缺陷类别来自物理装配失败模式，不依赖人的主观判断。软件制品类别明确：这是一个用 Python 实现的 QC/DSS 软件原型，包含异常检测、集成分类器和投票机制，且源代码发布、在两个真实工业用例上实例化并运行。因此严格纳入。,0.97,55665
19756,19756_2021_a-novel-decision-support-system-for-optimizing-aircraft-maintenance-check-schedule-and-task-allo.md,A novel decision support system for optimizing aircraft maintenance check schedule and task allocation,Qichen Deng; Bruno F. Santos; Wim J.C. Verhagen,2021,Decision Support Systems,10.1016/j.dss.2021.113545,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,本文的核心贡献是实际设计、实现并运行一个飞机维护计划决策支持系统（DSS），通过集成排程、任务分配和班次规划来优化飞机利用率、减少维护检查次数、降低维护成本并缩短规划时间。所有核心成功指标均为可从排程、任务分配和费用参数直接计算的客观值，不存在依赖主观感知或语义判断的核心结果；同时，DSS作为软件制品类别明确，作者实质性设计了其优化模型和GUI组件，并在真实航空公司数据上实例化运行。因此七个门槛均满足，严格纳入。,0.98,85486
19796,19796_2021_a-prescriptive-analytics-framework-for-efficient-e-commerce-order-delivery.md,A prescriptive analytics framework for efficient E-commerce order delivery,Shanthan Kandula; Srikumar Krishnamoorthy; Debjit Roy,2021,Decision Support Systems,10.1016/j.dss.2021.113584,True,adjudicated_include,True,False,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,本文核心目标是提出并验证一个两阶段预测-规定性分析决策支持框架，以提高配送成功率并降低配送成本。核心评价指标为配送总成本（INR）、配送尝试次数、车辆数、行驶距离，以及基于真实配送记录成功/失败事实标签的分类性能（AUC、G-mean、F1等），均完全客观，不依赖人类主观感知或语义判断。作者不仅训练了XGBoost等预测模型，还设计并实现了订单成功画像生成、时间窗推断和带时间窗车辆路径调度（Algorithm 1 + 2-opt*）等组件，并在真实电商配送中心数据集上实例化运行完整框架，通过100次仿真与基线策略对比，报告成本节省7.2%与10.2%。决策支持框架作为已实现并运行的软件制品门槛得到满足。因此应纳入。,0.92,83317
19902,19902_2022_maximizing-student-opportunities-for-in-person-classes-under-pandemic-capacity-reductions.md,Maximizing student opportunities for in-person classes under pandemic capacity reductions,Carlos Cardonha; David Bergman; Robert Day,2022,Decision Support Systems,10.1016/j.dss.2021.113697,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章以最大化获得面对面授课机会的学生座位数为核心目标，该指标由注册人数、教室容量和教学模态分配直接确定，完全客观可审计。研究明确描述了所构建并实际运行/部署的课程排课决策支持系统，包括优化模型、数据流水线和交互式仪表盘，并在真实UConn六个校区实例上评价了其覆盖班级和座位数的提升效果。所有核心成功结果均为客观计数，没有将主观感知或语义判断作为成功标准。,0.97,80587
19916,19916_2022_an-interactive-decision-support-system-for-real-time-ambulance-relocation-with-priority-guidelin.md,An interactive decision support system for real-time ambulance relocation with priority guidelines,Mahdi Hajiali; Ebrahim Teimoury; Meysam Rabiee; Dursun Delen,2022,Decision Support Systems,10.1016/j.dss.2021.113712,True,independent_agreement_include,True,True,fully_objective_direct,objective_improvement_primary,implemented_software_artifact,,文章核心目标是构建并评价一个交互式救护车重定位DSS，明确以最大化需求覆盖、最小化响应时间/行驶时间、降低总工作时间为目标；这些指标均由事件日志、时间戳和系统状态客观计算，不依赖人的主观感知或语义判断。系统不是仅停留在算法或概念层面，而是实际实现了模型、数据库、GUI和风险评估模块，并基于真实数据模拟运行一周，比较了DSS政策与静态政策的客观运营绩效。因此满足全部七项门槛。,0.95,81956
